gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000154640	1526.3275804188474	0.2587995631524109	0.19950225502621582	1.297226255003499	0.1945533495478778	0.7708008870283631
ENSG00000142156	4386.99998860242	-0.26108977425900926	0.20135255128629773	-1.2966797420300515	0.1947414024207838	0.7708008870283631
ENSG00000241123	328.09383148612983	-0.4859823293332968	0.37519566595244136	-1.295277033916747	0.19522467881067715	0.7708008870283631
ENSG00000154639	2869.454522691354	-0.27203250101185644	0.22301699328153285	-1.2197837349033185	0.2225468688501571	0.863783609604847
ENSG00000249209	473.22329987030434	0.4173519476839545	0.3451976806602549	1.2090230353972573	0.22665399565386996	0.8650627500789371
ENSG00000212938	180.9934911768719	-0.4846018777674125	0.4254520803436376	-1.1390281071748425	0.25469143114702125	0.9561366841420962
ENSG00000160226	4140.072553557407	0.21478661620963543	0.191280550021145	1.1228879056751562	0.2614851046876165	0.9658078866687769
ENSG00000198862	9989.988744094384	-0.19604084338847003	0.17918035119693448	-1.094097885615842	0.27391204967768173	0.9785123852333918
ENSG00000186980	72.3078651141875	-0.6509393164787128	0.637381975639967	-1.0212703549157214	0.30712636759458023	0.9785123852333918
ENSG00000221859	262.77474886942264	-0.3646862970584407	0.3579110744626319	-1.0189299048820468	0.30823624520911996	0.9785123852333918
ENSG00000212935	338.54630307980307	0.3873587935827644	0.3848703428394317	1.0064656858852097	0.31419161000508566	0.9785123852333918
ENSG00000160285	8795.26568004502	0.20707340047779832	0.2078045067234445	0.9964817594325845	0.31901612541265767	0.9785123852333918
ENSG00000166979	5836.577842157234	-0.16626057323216178	0.1676018000949691	-0.9919975390356944	0.3211987259077358	0.9785123852333918
ENSG00000242220	1914.9987001476948	-0.2511804288161155	0.2588120118430775	-0.9705130261435116	0.33179083515270663	0.9785123852333918
ENSG00000280433	1961.6418807200916	-0.20231660301619936	0.20905261145281778	-0.9677784056855051	0.3331550507004221	0.9785123852333918
ENSG00000189169	409.1432196910818	-0.32745074109144684	0.34119902594414436	-0.9597059668776775	0.3372032193619542	0.9785123852333918
ENSG00000183145	2155.539902643385	0.2563963450169025	0.2700699458936399	0.9493701499013799	0.34243238660709535	0.9785123852333918
ENSG00000273590	3313.714518576709	-0.16138378410269202	0.17138273113547087	-0.9416572080131277	0.34636817024924593	0.9785123852333918
ENSG00000160294	8439.886405536548	0.19332092049118677	0.20753745475513521	0.931498946632443	0.3515955292290964	0.9785123852333918
ENSG00000185658	19302.226449027174	0.15013849432424858	0.16249949420123225	0.9239320716797041	0.35552168371368237	0.9785123852333918
ENSG00000182670	25437.326903745627	0.15547368352403085	0.16915872759708694	0.9190993910426425	0.3580435877597538	0.9785123852333918
ENSG00000157551	12680.567553808845	-0.16299303890614386	0.17807024651177664	-0.915330000935133	0.36001841390607636	0.9785123852333918
ENSG00000160191	15290.296143823794	0.12248232313452781	0.13842765702047888	0.8848110686176526	0.37625853866753883	0.9785123852333918
ENSG00000159079	3727.386942028746	-0.17062915498644174	0.1941538806003836	-0.8788346360052337	0.3794909434722706	0.9785123852333918
ENSG00000155307	5572.608871456709	0.1871739676766941	0.21498461482320957	0.8706388958605932	0.38395135177704676	0.9785123852333918
ENSG00000154727	3362.7432008356254	-0.14658545938226886	0.16969981882666244	-0.8637926687004691	0.3877017959445014	0.9785123852333918
ENSG00000184221	1337.675783930632	0.24767853951769292	0.2876708019157769	0.8609790700628952	0.3892495705902875	0.9785123852333918
ENSG00000157554	16947.18202111314	-0.15415374145589011	0.18118584489638326	-0.8508045512277612	0.3948779330451928	0.9785123852333918
ENSG00000183486	7065.755553420557	-0.13888081728890558	0.16477690303791095	-0.8428415313580244	0.3993170770974386	0.9785123852333918
ENSG00000160209	13747.957375003954	-0.11984307527430409	0.14267320291511099	-0.8399830719831068	0.400917877917912	0.9785123852333918
ENSG00000184787	5869.538896540822	-0.17293066981650446	0.20745303360321565	-0.8335894964412028	0.40451234649924017	0.9785123852333918
ENSG00000159086	5680.584428331285	0.14375031416042663	0.17739048671675056	0.810360898270497	0.41773278418648085	0.9785123852333918
ENSG00000160200	7849.705260745503	-0.12128294522888214	0.1519328785894631	-0.7982666184888133	0.424715785276787	0.9785123852333918
ENSG00000182816	277.3635798107922	-0.29069670334988257	0.3700044150604348	-0.7856573908784346	0.4320682321460499	0.9785123852333918
ENSG00000279493	205.7887971937574	-0.45597771464163833	0.5826476866719947	-0.7825959410327736	0.43386442580563245	0.9785123852333918
ENSG00000142173	6154.034771485282	-0.14957631644305958	0.19162515302105684	-0.7805672380943816	0.4350570669922857	0.9785123852333918
ENSG00000141956	20870.48066752194	-0.11020480026830343	0.1414682860224022	-0.7790071072950722	0.43597552807446655	0.9785123852333918
ENSG00000276612	647.2588443488845	0.29350524147819185	0.38303799864006643	0.7662562004820654	0.4435238741193577	0.9785123852333918
ENSG00000206107	201.91365303549074	-0.3677966722016546	0.48171720813658503	-0.7635115914260018	0.4451583520982607	0.9785123852333918
ENSG00000188694	502.5947408362373	-0.34670918633719294	0.46566898917005073	-0.7445399938594223	0.4565498550787883	0.9785123852333918
ENSG00000157578	8110.808915711996	0.13742238482658126	0.18508979665117598	0.7424633194965917	0.45780666783843743	0.9785123852333918
ENSG00000141959	18578.15912909928	-0.9423008713214744	1.272392535607691	-0.7405740327385952	0.4589517575538589	0.9785123852333918
ENSG00000142185	10204.99952796974	0.1021564257741362	0.13809617240626781	0.7397484231032865	0.4594526600071853	0.9785123852333918
ENSG00000159267	7781.880244708419	-0.14642858232231828	0.20107716452662247	-0.7282208433117787	0.46647840866042306	0.9785123852333918
ENSG00000173276	10308.369295903118	0.11944985774548957	0.1646590472435182	0.7254375617079353	0.4681836366411975	0.9785123852333918
ENSG00000182871	9225.53499935381	0.10370310520304062	0.14536891678052377	0.7133788123331091	0.47561138035451667	0.9785123852333918
ENSG00000205758	8251.20178085081	0.1038093701767796	0.14726942068014648	0.7048942658791503	0.48087603887597913	0.9785123852333918
ENSG00000186977	205.1759409308025	-0.32169193956575587	0.45772089281460215	-0.7028124444737893	0.48217264084145367	0.9785123852333918
ENSG00000215454	1230.5303767916857	-0.1788901656097398	0.2573581789505697	-0.6951019250260505	0.4869914284642365	0.9785123852333918
ENSG00000206102	66.63257896312504	-0.43946825092267905	0.6374255193632511	-0.6894425114351882	0.4905448388746035	0.9785123852333918
ENSG00000243646	3084.4114370265206	-0.13512998814792596	0.19846625152715322	-0.6808713678427998	0.4959528866471985	0.9785123852333918
ENSG00000186924	133.30615782050728	-0.34471521605798344	0.5102711936235764	-0.6755529615733659	0.49932451502485137	0.9785123852333918
ENSG00000160179	9339.059246515548	-0.10299581522184632	0.15285513871336348	-0.6738132331617964	0.5004300606079183	0.9785123852333918
ENSG00000206104	104.13512149992464	-0.4078901544752651	0.6138785122703193	-0.6644476819472906	0.5064038235507441	0.9785123852333918
ENSG00000160185	4835.682965101867	-0.10981629230477716	0.16627506196744096	-0.6604495647476033	0.5089653740387718	0.9785123852333918
ENSG00000160182	170.84827351577817	-0.3013906818705067	0.47312217862399064	-0.6370250550229101	0.5241085236120083	0.9785123852333918
ENSG00000159131	9118.047201405047	-0.1055074068313756	0.16622060645790523	-0.6347432432097099	0.5255958854541491	0.9785123852333918
ENSG00000142166	2448.9354994044406	-0.19751761547710975	0.3150062472352519	-0.6270276136130097	0.5306411345712085	0.9785123852333918
ENSG00000160208	3119.026505290454	0.13426021018325668	0.214567248009774	0.6257255542427465	0.531494968927676	0.9785123852333918
ENSG00000180530	7970.771106613999	-0.11508138505722677	0.18466826652583695	-0.6231789967071886	0.5331669022274763	0.9785123852333918
ENSG00000154642	3501.119512580488	0.10741613455165241	0.1724946619731141	0.6227214994536749	0.5334675519930265	0.9785123852333918
ENSG00000184032	112.85884606570548	0.3148230920922873	0.5220992907061601	0.6029946749524914	0.5465122316926638	0.9785123852333918
ENSG00000156253	3574.8335988894055	-0.09965095112141312	0.1665116435036415	-0.5984623598963745	0.5495314669804758	0.9785123852333918
ENSG00000278961	1614.4568113229284	-0.132928973156162	0.22756731741761213	-0.5841303341121787	0.5591326276536155	0.9785123852333918
ENSG00000205927	2299.739209313516	-0.12893627865111854	0.22214961813579642	-0.5804028822246361	0.5616429619331169	0.9785123852333918
ENSG00000160305	13753.916442942755	-0.09299922834251013	0.16168111486518993	-0.5752015528842258	0.5651549926796647	0.9785123852333918
ENSG00000183255	3210.3255158284273	-0.10465955136356918	0.18381986284918495	-0.5693593159159146	0.5691123205179459	0.9785123852333918
ENSG00000160299	9009.87300893501	-0.08155190778839402	0.14331112584136632	-0.5690549656184077	0.5693188389344885	0.9785123852333918
ENSG00000205726	25203.929503388037	0.07657521254461239	0.1402443712403497	0.546012733825719	0.5850571840989168	0.9785123852333918
ENSG00000265590	597.6078988287135	-0.18286652175065587	0.33844349698383064	-0.5403162518421574	0.5889789524006501	0.9785123852333918
ENSG00000157538	7569.262028308827	0.07923443199779849	0.14707553666404447	0.5387329109584608	0.5900711614371335	0.9785123852333918
ENSG00000157617	9991.073843946047	-0.10563231882930882	0.1981514349312431	-0.533088841198462	0.5939720831491999	0.9785123852333918
ENSG00000160201	6495.455738807664	-0.0858165020069218	0.16286216321773012	-0.5269271899096285	0.5982441513644934	0.9785123852333918
ENSG00000206106	77.54128039114929	-0.3013283442803928	0.5780438954708871	-0.5212897266823036	0.6021649565250156	0.9785123852333918
ENSG00000159110	5278.684669533368	-0.09152597274837557	0.17969018263575362	-0.5093543309147057	0.6105038815221135	0.9785123852333918
ENSG00000187026	151.14401182860308	0.2673329393082636	0.5303744704577056	0.5040456398241776	0.6142293054179773	0.9785123852333918
ENSG00000244624	100.67046555250649	0.29378014778544065	0.5854415585611384	0.5018095205053005	0.6158015155121664	0.9785123852333918
ENSG00000142207	2978.5549099000978	0.12052030852727784	0.24082277843634203	0.5004522799288923	0.6167566493069434	0.9785123852333918
ENSG00000241945	2875.3104415383714	-0.0945814086646193	0.18965066115406573	-0.4987138356864708	0.6179809961797439	0.9785123852333918
ENSG00000274749	262.13153714112156	-0.23003408974266673	0.46925172994692166	-0.4902146866217979	0.6239819892611167	0.9785123852333918
ENSG00000186970	207.1351008966041	-0.20742337337839753	0.42552119962147666	-0.48745720204518944	0.6259343650707428	0.9785123852333918
ENSG00000274276	5659.198358957513	-0.08109849304195503	0.16663219635123583	-0.48669161673300815	0.6264768870198745	0.9785123852333918
ENSG00000160202	1377.4346400230534	-0.1213595464302788	0.2512165469605613	-0.4830873917287429	0.6290336860245531	0.9785123852333918
ENSG00000160194	3077.219662876187	-0.1048428754692788	0.2251452094510212	-0.4656678049020921	0.6414533006700445	0.9785123852333918
ENSG00000160190	4046.5858042650966	0.09724443661002587	0.21064273942932946	0.4616557725819519	0.6443281921275397	0.9785123852333918
ENSG00000198390	202.217485990167	0.1920517469092875	0.4179806464759239	0.45947521381315887	0.6458929472874599	0.9785123852333918
ENSG00000159261	2807.8131969021815	0.09293018489112688	0.20233248571812087	0.4592944358949477	0.6460227428665564	0.9785123852333918
ENSG00000159140	16607.879929238283	0.06551137739219919	0.14275724019741054	0.4589005594504866	0.6463055770080706	0.9785123852333918
ENSG00000231068	92.0944409319433	-0.29100849080164937	0.636181139530183	-0.4574302391557189	0.6473618335300038	0.9785123852333918
ENSG00000183067	1147.810559420926	0.11525204416133486	0.25669208989751297	0.44898946518901484	0.6534392562420457	0.9785123852333918
ENSG00000186925	108.53244367536426	0.23659427124918386	0.5284177847631009	0.4477409316479636	0.6543401775311635	0.9785123852333918
ENSG00000212933	167.0337378676244	0.26105341081271743	0.5936168638164553	0.43976751120977997	0.6601055005338385	0.9785123852333918
ENSG00000186930	125.0146232853483	-0.2343378211293925	0.5340182269355358	-0.43881989286047474	0.6607920449859486	0.9785123852333918
ENSG00000166351	1236.2407282692855	-0.11192383340826702	0.25853744050275335	-0.43291150864114425	0.6650790588041657	0.9785123852333918
ENSG00000186971	230.77009514056425	0.1779633728193339	0.4128119467821134	0.43110034534263336	0.6663954095490969	0.9785123852333918
ENSG00000187766	332.33293353073793	0.2166175456866091	0.5064871985465141	0.4276861217978358	0.6688796552628656	0.9785123852333918
ENSG00000187005	182.7812793582004	0.20898738010066878	0.49333972370114915	0.42361758046320885	0.6718447318846366	0.9785123852333918
ENSG00000241837	2391.7054461361145	0.09605596261700294	0.22903546960667381	0.4193933925691132	0.6749286522277786	0.9785123852333918
ENSG00000142197	4448.464972272387	0.07276279947383194	0.17375421366274207	0.41876854632754373	0.6753852942717771	0.9785123852333918
ENSG00000157557	3328.4632863035813	-0.10161987343001391	0.2463383885412832	-0.4125214670428182	0.6799572495146367	0.9785123852333918
ENSG00000142188	4106.704201125456	0.06663883941752449	0.16233373269990375	0.41050518773393546	0.6814353987432662	0.9785123852333918
ENSG00000232263	117.76009663986481	-0.2024269327672295	0.50851558484132	-0.39807419635013924	0.6905754943273443	0.9785123852333918
ENSG00000160180	917.5866851921414	0.09610672349487048	0.24290326059629258	0.39565843315129773	0.692357023832934	0.9785123852333918
ENSG00000276289	2772.668573248102	-0.07469116162332419	0.19145787690689947	-0.39011798746543286	0.6964493024708374	0.9785123852333918
ENSG00000156273	6087.242736782497	0.06720608842181923	0.1729377288819064	0.3886143807735101	0.6975614270687855	0.9785123852333918
ENSG00000157540	22886.759987469868	-0.05547846317797266	0.14517640657141667	-0.3821451741931712	0.7023536857754544	0.9785123852333918
ENSG00000183036	823.4350199425996	-0.11099497626429876	0.2913420021992733	-0.38097828471838385	0.7032193618936581	0.9785123852333918
ENSG00000156261	4555.478141257756	-0.06493331582770785	0.18133376998340703	-0.358087276482751	0.7202780004851554	0.9785123852333918
ENSG00000243927	3142.780938956647	-0.05939694894871795	0.16709980770642097	-0.3554579132315516	0.7222465692448832	0.9785123852333918
ENSG00000276076	1027.9921990681437	0.08926864620488055	0.2545651811848428	0.350671076811803	0.7258351266361334	0.9785123852333918
ENSG00000159231	292.4982022476047	-0.13886361000056158	0.39729707554317567	-0.34952084610920015	0.7266983235339042	0.9785123852333918
ENSG00000249624	2192.745136907453	0.08174299677841325	0.2347986341095494	0.34814085306933523	0.72773440476839	0.9785123852333918
ENSG00000170262	1184.839716900693	-0.07994732539303136	0.23244112368232808	-0.34394656215091063	0.7308864741188321	0.9785123852333918
ENSG00000154646	1733.1849733217266	0.07612915647884158	0.22364743495397926	0.34039807563412006	0.733556767683018	0.9785123852333918
ENSG00000160193	3159.199117040037	-0.06232519565060134	0.18647237531494137	-0.3342328618131108	0.7382038483094269	0.9785123852333918
ENSG00000160256	1164.3651314086212	-0.0747144077698219	0.2292941340022641	-0.32584526462017627	0.7445414298409411	0.9785123852333918
ENSG00000197683	339.1079268325021	0.12441748327479644	0.38707095555021387	0.3214332708015754	0.7478820732764078	0.9785123852333918
ENSG00000159212	2586.4908780735946	-0.08798070816668659	0.2811826845774473	-0.3128951852028204	0.7543602957013618	0.9785123852333918
ENSG00000275895	7619.248505666111	0.04901518235998417	0.16051244348146537	0.30536686936451773	0.760086751883599	0.9785123852333918
ENSG00000205439	103.77200046133896	-0.182675724937511	0.598481007086116	-0.3052322843575646	0.7601892455240437	0.9785123852333918
ENSG00000182093	9949.526423589792	-0.05340592037085948	0.17738410108676433	-0.3010750120425782	0.7633572950021063	0.9785123852333918
ENSG00000160298	6656.76447887541	0.052655867295899286	0.17577221946703928	0.29956876835007074	0.7645061098836121	0.9785123852333918
ENSG00000159228	1999.0583042457592	-0.07074910213845902	0.24335988989575705	-0.29071800685299587	0.771266998667022	0.9785123852333918
ENSG00000275993	1763.968770515977	0.09410056635415114	0.32793378277434926	0.2869499005502022	0.7741506812356422	0.9785123852333918
ENSG00000177398	11609.046381267146	-0.04639931799219718	0.1686860465709782	-0.2750631657768664	0.7832677098627079	0.9785123852333918
ENSG00000243489	333.0196443646843	0.08388156837442443	0.307004213133531	0.27322611477628245	0.7846794067461382	0.9785123852333918
ENSG00000171587	6595.869679161113	0.06238393893629047	0.23065197876474788	0.27046782460044966	0.786800367034979	0.9785123852333918
ENSG00000155304	1527.9274924716115	0.06600971377699501	0.2508600799706978	0.2631335913817192	0.7924476137850809	0.9785123852333918
ENSG00000159055	764.0010242062816	-0.06665392127562769	0.2538787819725607	-0.2625423076231383	0.7929033721534241	0.9785123852333918
ENSG00000183640	227.76070161103488	0.12533922365968703	0.48122210477382815	0.2604602374169736	0.7945087830136156	0.9785123852333918
ENSG00000188155	426.33234822435844	0.10605114717483619	0.4077070367764482	0.2601160578765914	0.7947742517616195	0.9785123852333918
ENSG00000188992	1774.13369453572	0.05007607108747435	0.21355015237805242	0.2344932585148598	0.8146020662397115	0.9918821038588822
ENSG00000160310	8954.786568764584	-0.04447439072907373	0.19183403218110717	-0.2318378560019331	0.8166639531301833	0.9918821038588822
ENSG00000274391	3157.8182976288517	-0.049035482446447225	0.21383879509188924	-0.2293105066616937	0.8186275879009989	0.9918821038588822
ENSG00000160188	1849.8374270351837	-0.05398238958032054	0.24166298766122551	-0.22337880576067187	0.8232406981616884	0.9922216835738245
ENSG00000160207	1140.7617178497137	-0.07136033229866037	0.3396305387016832	-0.21011164829715212	0.8335805343746169	0.9969724735595534
ENSG00000175894	4869.24993540925	-0.03491866825031445	0.17400109396636884	-0.2006807397260593	0.8409482208108667	0.9969724735595534
ENSG00000160224	3653.9569496257445	-0.04322106224954714	0.21612509720810935	-0.19998169027046905	0.8414949009199357	0.9969724735595534
ENSG00000183570	7070.4492028557315	0.027408034732902573	0.14759330315579705	0.1856997177166711	0.8526802497002967	0.9969724735595534
ENSG00000160183	7266.631126705888	0.03196960863064974	0.17392976513790923	0.18380757661174887	0.8541644121345799	0.9969724735595534
ENSG00000280071	3090.669336641657	-0.03351005400134975	0.1855726088349442	-0.1805765097108429	0.8566999952821555	0.9969724735595534
ENSG00000154719	1162.493157610033	0.043273454405183036	0.24127020671396984	0.17935680909199242	0.8576575427564717	0.9969724735595534
ENSG00000155313	7533.052282557112	-0.02842583911877601	0.17969741995843572	-0.158187241226674	0.8743092571970242	0.9973299954936692
ENSG00000185808	5102.478195667031	-0.026117559975515407	0.18391911816007697	-0.14200568291537569	0.8870755168630405	0.9973299954936692
ENSG00000159216	12500.574391426675	0.02316788701286746	0.16612417261517679	0.13946126351241725	0.8890856639947493	0.9973299954936692
ENSG00000274559	295.92263175728124	-0.05012118204929572	0.3711549441274309	-0.13504112727671846	0.8925793572691301	0.9973299954936692
ENSG00000154723	1910.3358631003698	0.026238565529293524	0.20948444424675122	0.12525304980825774	0.9003232202087077	0.9973299954936692
ENSG00000154645	5056.492264093973	0.023965115590772378	0.1925974527526095	0.12443111395432344	0.9009739394019564	0.9973299954936692
ENSG00000182362	2088.3534827931107	0.022562671848935956	0.19159632092985926	0.11776150888197814	0.9062566287346687	0.9973299954936692
ENSG00000159147	6294.314192921599	-0.017836264795650623	0.1619876888211266	-0.11010876768138937	0.912323114836336	0.9973299954936692
ENSG00000186967	120.49507215438709	0.053336853781601974	0.5774155515829651	0.09237169597420922	0.9264027266041092	0.9973299954936692
ENSG00000159200	10097.861845611103	-0.011267744519912356	0.1449392216911191	-0.07774116894269735	0.9380339451034053	0.9973299954936692
ENSG00000183844	2316.900824408013	-0.01440817161238767	0.20007515832884432	-0.07201379587917828	0.9425909288337352	0.9973299954936692
ENSG00000160223	6141.832914297036	0.010920129528272456	0.19897824565011277	0.054881022257451326	0.9562332511342637	0.9973299954936692
ENSG00000240432	237.83123696063743	-0.026270815877726818	0.4922726795702805	-0.053366390149173826	0.9574399838119201	0.9973299954936692
ENSG00000182591	347.7981194403591	-0.023873985448553653	0.49752290944220695	-0.04798570074957904	0.9617276386277551	0.9973299954936692
ENSG00000160199	5900.394665818721	0.007828355211358716	0.16462739671061227	0.047551958955651036	0.9620733198824175	0.9973299954936692
ENSG00000173638	6131.515062283569	-0.006927502630452052	0.17129978274887858	-0.04044081387194522	0.967741692083804	0.9973299954936692
ENSG00000206105	76.8685486146799	0.02055068529018461	0.6146872973517425	0.033432747640504586	0.9733294954115478	0.9973299954936692
ENSG00000159256	5087.094300191176	-0.005511705829037712	0.16882827840863499	-0.032646816522627096	0.9739562355235846	0.9973299954936692
ENSG00000157601	8047.887659822073	-0.005315410870657426	0.16374276224440765	-0.032461959220667566	0.9741036521746484	0.9973299954936692
ENSG00000160181	592.4057129246689	-0.008043330647215437	0.2542736334495775	-0.03163257840813617	0.9747650625705132	0.9973299954936692
ENSG00000221864	258.29800213818146	-0.014394678311933974	0.48296354325055013	-0.029804896276542252	0.9762226538390105	0.9973299954936692
ENSG00000277117	2797.430744692436	0.006412286762189828	0.22590924139724058	0.028384349053319217	0.9773556068189113	0.9973299954936692
ENSG00000154654	4963.559770329616	0.005815801797484915	0.2207307048831755	0.0263479510046552	0.9789798087997282	0.9973299954936692
